brand,operating_system,RAM_nth,storage_nth,storage_type,cpu_benchmark,gpu_class,screen_size,PPI,warranty,refurbished,price
FUJITSU,WINDOWS,3,8,SSD,10076,3,15.6,141,1,NO,701.49
DELL,WINDOWS,3,8,SSD,6242,3,14,157,1,NO,555.99
ASUS,WINDOWS,3,8,SSD,6242,3,15.6,141,0,NO,438.49
DYNABOOK,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,510.99
DYNABOOK,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,500.49
HP,WINDOWS,3,8,SSD,7607,3,14,157,1,NO,379.99
DELL,WINDOWS,3,8,SSD,9908,3,13.3,166,1,NO,552.99
LENOVO,WINDOWS,3,8,SSD,13897,3,15.6,141,1,NO,761.49
LENOVO,WINDOWS,3,8,SSD,13897,3,14,157,1,NO,848.99
DYNABOOK,WINDOWS,3,8,SSD,6242,3,14,157,1,NO,487.99
DELL,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,508.49
HP,WINDOWS,3,8,SSD,10505,3,15.6,141,1,NO,679.49
ACER,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,467.99
LENOVO,WINDOWS,3,8,SSD,6376,3,13.3,166,3,NO,1270.49
DYNABOOK,WINDOWS,3,8,SSD,8570,3,15.6,141,1,NO,666.49
LENOVO,WINDOWS,3,8,SSD,6376,3,15.6,141,1,NO,626.49
LENOVO,WINDOWS,3,8,SSD,6376,3,15.6,141,1,NO,970.49
DYNABOOK,WINDOWS,3,8,SSD,7607,3,15.6,141,1,NO,530.49
FUJITSU,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,450.49
DYNABOOK,WINDOWS,3,8,SSD,3980,3,14,157,1,NO,299.99
DYNABOOK,WINDOWS,3,8,SSD,5086,3,14,157,1,NO,340.49
DYNABOOK,WINDOWS,3,8,SSD,7607,3,14,157,1,NO,464.99
ACER,WINDOWS,3,8,SSD,10076,3,14,157,1,NO,839.49
LENOVO,CHROMEOS,2,5,EMMC,869,4,11.6,127,1,NO,271.99
ASUS,CHROMEOS,2,5,EMMC,1572,4,11.6,127,0,NO,173.49
LENOVO,CHROMEOS,2,5,EMMC,2105,3,11.6,135,1,NO,309.99
LENOVO,CHROMEOS,2,5,EMMC,2105,3,11.6,127,0,NO,236.99
HP,CHROMEOS,2,5,EMMC,869,4,11.6,127,1,NO,325.49
LENOVO,CHROMEOS,2,5,EMMC,869,4,11.6,127,1,NO,240.99
ASUS,CHROMEOS,2,5,EMMC,1572,4,11.6,127,3,NO,252.49
ACER,CHROMEOS,2,5,EMMC,1572,4,14,105,1,NO,217.49
OTHER,CHROMEOS,2,5,EMMC,1410,4,11.6,127,0,NO,265.49
ACER,CHROMEOS,2,5,EMMC,1572,4,11.6,127,1,NO,300.49
HP,CHROMEOS,2,5,EMMC,1572,4,14,105,0,NO,262.49
ACER,CHROMEOS,2,5,EMMC,1410,4,11.6,127,1,NO,232.99
LENOVO,CHROMEOS,2,5,EMMC,2517,4,11.6,127,1,NO,360.99
ACER,CHROMEOS,2,5,EMMC,1572,4,12,135,1,NO,312.49
HP,CHROMEOS,2,5,EMMC,1572,4,11.6,135,0,NO,320.49
ASUS,WINDOWS,3,9,SSD,8570,3,15.6,141,1,NO,570.56
ASUS,WINDOWS,3,9,SSD,8570,3,14,157,1,NO,670
ASUS,WINDOWS,3,9,SSD,8570,3,14,157,1,NO,670
ASUS,WINDOWS,4,9,SSD,10076,3,13.3,166,1,NO,996.92
ACER,WINDOWS,3,9,SSD,11071,3,14,157,1,NO,549.99
ACER,WINDOWS,3,9,SSD,13613,3,14,157,1,NO,589.99
LENOVO,WINDOWS,3,9,SSD,17163,3,14,189,1,NO,579.97
ASUS,WINDOWS,3,9,SSD,15941,3,15.6,141,1,NO,672.44
ASUS,WINDOWS,4,9,SSD,17163,3,15.6,141,1,NO,729.99
ASUS,WINDOWS,4,9,SSD,21366,3,15.6,141,1,NO,749.99
LENOVO,WINDOWS,3,9,SSD,15423,3,14,157,3,NO,1202.99
LENOVO,WINDOWS,3,9,SSD,13613,3,14,157,1,NO,629.99
OTHER,WINDOWS,3,9,SSD,6376,3,14,157,1,NO,399.97
ASUS,WINDOWS,3,9,SSD,7607,3,15.6,141,1,NO,581.47
ASUS,WINDOWS,3,9,SSD,6376,3,14,157,1,NO,599.99
ASUS,WINDOWS,4,9,SSD,10076,3,14,157,1,NO,499.97
ACER,WINDOWS,3,9,SSD,10076,3,13.5,218,1,NO,599.97
LENOVO,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,649.97
LENOVO,WINDOWS,3,9,SSD,10505,3,14,315,1,NO,699.97
ASUS,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,799.99
ASUS,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,769.99
OTHER,WINDOWS,4,9,SSD,10922,3,14,157,2,NO,599.97
ACER,WINDOWS,3,9,SSD,10076,3,14,157,0,NO,529.97
ASUS,WINDOWS,3,9,SSD,10076,3,13.3,166,1,NO,929.99
LENOVO,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,629.97
LENOVO,WINDOWS,3,9,SSD,10505,3,14,157,1,NO,649.99
ACER,WINDOWS,3,9,SSD,10505,3,14,157,0,NO,749.97
LENOVO,WINDOWS,4,9,SSD,10505,3,14,315,1,NO,1699.97
ASUS,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,769.99
ACER,WINDOWS,4,9,SSD,10076,3,14,157,0,NO,649.97
ACER,WINDOWS,3,9,SSD,10248,3,15.6,141,1,NO,579.97
LENOVO,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,699.97
ASUS,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,850
ASUS,WINDOWS,4,9,SSD,10076,3,15.6,141,1,NO,760
OTHER,WINDOWS,4,9,SSD,10076,3,14,157,2,NO,655.88
ASUS,WINDOWS,3,9,SSD,7607,3,14,157,1,NO,939.99
ASUS,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,499.99
ACER,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,499.97
ACER,WINDOWS,4,9,SSD,10076,3,15.6,141,1,NO,549.97
ACER,WINDOWS,4,9,SSD,10076,3,15.6,141,3,NO,579.97
ACER,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,499.97
ACER,WINDOWS,3,9,SSD,10076,3,15.6,141,3,NO,519.97
ASUS,WINDOWS,3,9,SSD,10076,3,14,157,1,NO,869.99
LENOVO,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,804.49
LENOVO,WINDOWS,4,9,SSD,13087,3,15.6,141,1,NO,1023.99
DYNABOOK,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,660.49
LENOVO,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,674.99
LENOVO,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,573.99
LENOVO,WINDOWS,4,9,SSD,13897,3,14,162,1,NO,878.99
LENOVO,WINDOWS,4,9,SSD,13087,3,13.3,170,1,NO,1291.49
DYNABOOK,WINDOWS,4,9,SSD,17783,3,13.3,166,1,NO,1318.99
DYNABOOK,WINDOWS,3,9,SSD,10505,3,15.6,141,1,NO,683.49
LENOVO,WINDOWS,4,9,SSD,10505,3,13.3,166,1,NO,1105.99
LENOVO,WINDOWS,4,9,SSD,13087,3,13.3,170,1,NO,1115.49
LENOVO,WINDOWS,4,9,SSD,13897,3,16,142,1,NO,878.99
LENOVO,WINDOWS,4,9,SSD,10505,3,14,157,3,NO,1567.99
DELL,WINDOWS,4,9,SSD,12906,3,14,216,3,NO,2145.49
DELL,WINDOWS,4,9,SSD,10837,3,14,157,3,NO,1458.49
LENOVO,WINDOWS,4,9,SSD,17210,3,16,142,3,NO,1564.49
DELL,WINDOWS,4,9,SSD,17210,3,13.4,169,1,NO,1521.99
LENOVO,WINDOWS,4,9,SSD,10505,3,14,157,1,NO,1143.49
HP,WINDOWS,4,9,SSD,10505,3,13.3,166,0,NO,2485.99
LENOVO,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,1143.49
ACER,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,782.99
DELL,WINDOWS,4,9,SSD,10837,3,13.3,166,3,NO,1571.99
ASUS,CHROMEOS,4,9,SSD,10505,3,14,157,0,NO,1122.49
LENOVO,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,583.99
DELL,WINDOWS,4,9,SSD,17783,3,13.4,184,1,NO,1431.49
DELL,WINDOWS,4,9,SSD,10837,3,14,157,1,NO,1284.99
HP,WINDOWS,4,9,SSD,10505,3,14,157,3,NO,1176.49
ACER,WINDOWS,4,9,SSD,10922,3,15.6,141,1,NO,827.49
DELL,WINDOWS,4,9,SSD,10837,3,14,216,3,NO,2009.49
DELL,WINDOWS,4,9,SSD,10837,3,13.3,166,1,NO,1217.49
LENOVO,WINDOWS,4,9,SSD,9571,3,13.3,227,1,NO,999.99
DELL,WINDOWS,4,9,SSD,12906,3,14,176,3,NO,1961.49
ACER,WINDOWS,4,9,SSD,10505,3,14,162,1,NO,1121.99
DYNABOOK,WINDOWS,4,9,SSD,17210,3,14,157,1,NO,1013.49
DYNABOOK,WINDOWS,4,9,SSD,17210,3,14,157,1,NO,1138.49
LENOVO,WINDOWS,4,9,SSD,13087,3,14,157,1,NO,943.49
LENOVO,WINDOWS,4,9,SSD,17210,3,13,196,3,NO,2000.99
LENOVO,WINDOWS,4,9,SSD,17210,3,14,162,3,NO,1701.99
LENOVO,WINDOWS,4,9,SSD,10076,3,14,157,3,NO,1522.99
LENOVO,WINDOWS,4,9,SSD,13087,3,14,157,1,NO,1030.99
LENOVO,WINDOWS,4,9,SSD,10505,3,13.3,170,3,NO,1645.49
LENOVO,WINDOWS,4,9,SSD,10505,3,14,323,3,NO,2209.49
LENOVO,WINDOWS,4,9,SSD,10505,3,13.3,166,1,NO,1232.99
DYNABOOK,WINDOWS,4,9,SSD,10505,3,15.6,141,1,NO,792.99
DYNABOOK,WINDOWS,3,9,SSD,10076,3,15.6,141,1,NO,499.99
DYNABOOK,WINDOWS,4,9,SSD,17210,3,13.3,166,1,NO,1229.99
LENOVO,WINDOWS,4,9,SSD,13087,3,14,157,1,NO,1030.99
LENOVO,WINDOWS,4,9,SSD,13087,3,15.6,141,1,NO,943.49
LENOVO,WINDOWS,4,9,SSD,17210,3,14,243,3,NO,1816.49
LENOVO,WINDOWS,4,9,SSD,10505,3,14,323,3,NO,2207.99
LENOVO,WINDOWS,4,9,SSD,10076,3,14,176,3,NO,1745.49
LENOVO,WINDOWS,4,9,SSD,10505,3,14,323,3,NO,2057.49
LENOVO,WINDOWS,3,9,SSD,13181,3,15.6,141,1,NO,409.99
LENOVO,WINDOWS,3,9,SSD,15941,3,14,157,1,NO,497.99
LENOVO,WINDOWS,4,9,SSD,15941,3,15.6,141,1,NO,799.49
LENOVO,WINDOWS,4,9,SSD,13181,3,14,157,1,NO,634.99
LENOVO,WINDOWS,4,9,SSD,13613,3,14,157,1,NO,814.99
LENOVO,WINDOWS,4,9,SSD,17432,3,14,157,3,NO,1193.49
LENOVO,WINDOWS,4,9,SSD,15941,3,15.6,141,1,NO,918.49
LENOVO,WINDOWS,3,9,SSD,15941,3,15.6,141,1,NO,749.99
LENOVO,WINDOWS,4,9,SSD,15423,3,14,157,3,NO,1289.99
LENOVO,WINDOWS,4,9,SSD,18356,3,14,157,1,NO,944.49
DYNABOOK,WINDOWS,4,9,SSD,18842,3,15.6,141,1,NO,699.99
DYNABOOK,WINDOWS,3,9,SSD,13181,3,15.6,141,1,NO,501.49
LENOVO,WINDOWS,4,9,SSD,15232,3,14,157,3,NO,1315.49
LENOVO,WINDOWS,4,9,SSD,15232,3,13.3,170,3,NO,1337.49
LENOVO,WINDOWS,3,9,SSD,13181,3,15.6,141,1,NO,553.49
LENOVO,WINDOWS,4,9,SSD,12839,3,14,157,3,NO,1005.99
LENOVO,WINDOWS,4,9,SSD,16599,3,13.3,170,1,NO,1253.49
LENOVO,WINDOWS,4,9,SSD,16599,3,13.3,170,1,NO,1115.49
LENOVO,WINDOWS,4,9,SSD,15941,3,14,157,1,NO,982.99
LENOVO,WINDOWS,3,9,SSD,15232,3,14,157,1,NO,968.49
LENOVO,WINDOWS,3,9,SSD,15232,3,15.6,141,1,NO,968.49
ASUS,WINDOWS,3,9,SSD,13613,3,14,157,1,NO,637.49
LENOVO,WINDOWS,4,9,SSD,13613,3,15.6,141,1,NO,983.99
LENOVO,WINDOWS,4,9,SSD,18356,3,15.6,141,1,NO,1005.99
LENOVO,WINDOWS,4,9,SSD,15941,3,14,157,1,NO,842.49
HP,WINDOWS,3,9,SSD,10076,3,14,157,1,NO,966.99
HP,WINDOWS,3,9,SSD,7607,3,15.6,141,1,NO,443.99
LENOVO,WINDOWS,4,9,SSD,13087,3,15.6,141,1,NO,1152.99
LENOVO,WINDOWS,3,9,SSD,3421,3,13.3,192,3,NO,1266.49
LENOVO,WINDOWS,4,9,SSD,13087,3,14,157,1,NO,1152.99
ASUS,WINDOWS,3,9,SSD,7607,3,14,157,0,NO,484.49
LENOVO,WINDOWS,3,9,SSD,3421,3,13.3,192,3,NO,3102.99
LENOVO,WINDOWS,3,9,SSD,7607,3,15.6,141,1,NO,519.49
ASUS,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,149.99
ASUS,WINDOWS,2,6,EMMC,1572,4,14,105,3,NO,175.99
LENOVO,WINDOWS,2,6,EMMC,1572,4,10.3,220,1,NO,329.99
ACER,WINDOWS,2,6,EMMC,2517,4,11.6,127,1,NO,240.49
ACER,WINDOWS,2,6,EMMC,2517,4,11.6,127,1,NO,241.99
LENOVO,WINDOWS,2,6,EMMC,1572,4,10.3,220,1,NO,395.99
ASUS,CHROMEOS,3,6,EMMC,2951,4,14,157,0,NO,536.49
LENOVO,CHROMEOS,2,6,EMMC,2310,3,13.3,166,1,NO,578.49
LENOVO,CHROMEOS,3,6,EMMC,2105,3,14,157,1,NO,358.99
LENOVO,CHROMEOS,3,6,EMMC,3304,4,11.6,127,1,NO,374.99
ASUS,WINDOWS,2,6,EMMC,1964,4,11.6,127,0,NO,223.99
LENOVO,CHROMEOS,2,6,EMMC,1964,4,11.6,127,1,NO,227.49
LENOVO,CHROMEOS,2,6,EMMC,1572,4,11.6,127,1,NO,289.99
LENOVO,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,229.97
GEO,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,199.99
GEO,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,179.99
GEO,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,239.99
GEO,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,239.99
GEO,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,189.99
ASUS,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,229.99
GEO,WINDOWS,2,6,EMMC,1572,4,11.6,127,1,NO,199.99
LENOVO,WINDOWS,2,6,EMMC,2517,4,11.6,127,1,NO,352.99
OTHER,CHROMEOS,2,6,EMMC,1410,4,15.6,141,0,NO,382.99
GEO,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,229.99
GEO,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,229.99
LENOVO,WINDOWS,2,6,EMMC,2695,4,14,105,1,NO,269.99
ASUS,WINDOWS,2,6,EMMC,1964,4,11.6,127,0,NO,288.99
HP,WINDOWS,2,6,EMMC,2474,3,14,105,1,NO,239.99
ASUS,WINDOWS,2,6,EMMC,1572,4,14,157,1,NO,159.99
ASUS,WINDOWS,2,6,EMMC,1572,4,15.6,94,1,NO,179.99
ACER,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,239.99
OTHER,WINDOWS,2,6,EMMC,1410,4,14,157,1,NO,229.99
ASUS,WINDOWS,2,6,EMMC,1572,4,14,105,1,NO,179.59
ACER,WINDOWS,2,6,EMMC,1964,4,14,157,1,NO,199.99
LENOVO,WINDOWS,3,8,SSD,10076,3,15.6,141,0,NO,537.49
DELL,WINDOWS,3,8,SSD,9908,3,13.3,166,1,NO,559.49
HP,WINDOWS,3,8,SSD,14723,3,13.3,166,1,NO,810.49
ASUS,WINDOWS,3,8,SSD,3980,3,15.6,141,1,NO,469.96
ACER,WINDOWS,3,8,SSD,6242,3,14,157,0,NO,515.49
DELL,WINDOWS,3,8,SSD,10248,3,13.3,166,1,NO,910.49
DELL,WINDOWS,4,8,SSD,12906,3,15.6,141,1,NO,1444.99
ASUS,WINDOWS,3,8,SSD,10076,3,14,157,0,NO,577.99
ASUS,WINDOWS,4,9,SSD,10922,3,14,216,0,NO,1387.49
DYNABOOK,WINDOWS,4,8,SSD,17783,3,15.6,141,1,NO,894.99
DYNABOOK,WINDOWS,4,9,SSD,17210,3,14,157,1,NO,1006.49
DELL,WINDOWS,3,8,SSD,10922,3,13.3,166,1,NO,1092.99
DELL,WINDOWS,3,8,SSD,17783,3,16,154,1,NO,835.99
HP,WINDOWS,4,9,SSD,13087,3,15.6,141,1,NO,1105.99
ACER,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,568.49
ACER,WINDOWS,3,8,SSD,6242,3,14,157,1,NO,578.99
DELL,WINDOWS,4,8,SSD,13008,3,13.3,166,3,NO,1496.99
DYNABOOK,WINDOWS,3,8,SSD,17783,3,14,157,1,NO,913.99
ASUS,WINDOWS,3,9,SSD,10076,3,15.6,141,0,NO,596.49
DELL,WINDOWS,4,8,SSD,13008,3,13.3,166,1,NO,1278.99
DELL,WINDOWS,3,8,SSD,10076,3,14,157,1,NO,784.99
HP,WINDOWS,3,8,SSD,13897,3,15.6,141,1,NO,779.49
DELL,WINDOWS,4,9,SSD,12906,3,13.3,166,0,NO,1741.99
DELL,WINDOWS,3,8,SSD,13897,3,15.6,141,1,NO,1069.99
DELL,WINDOWS,4,8,SSD,13008,3,14,157,1,NO,1278.99
DELL,WINDOWS,4,9,SSD,12906,3,13.3,166,1,NO,1527.99
HP,WINDOWS,3,8,SSD,13897,3,14,157,1,NO,771.49
DELL,WINDOWS,4,9,SSD,12906,3,14,157,1.25,NO,1512.99
HP,WINDOWS,3,8,SSD,14723,3,14,157,1,NO,710.99
ASUS,WINDOWS,3,8,SSD,3968,3,14,157,0,NO,387.49
DELL,WINDOWS,3,8,SSD,6242,3,15.6,141,1,NO,640.49
DELL,WINDOWS,3,8,SSD,6242,3,14,157,1,NO,640.49
DELL,WINDOWS,3,8,SSD,13897,3,14,157,1.25,NO,1099.99
DELL,WINDOWS,3,8,SSD,10076,3,15.6,141,1,NO,778.99
DELL,WINDOWS,4,8,SSD,10505,3,15.6,141,1,NO,1018.49
DELL,WINDOWS,4,8,SSD,10505,3,14,157,1,NO,1006.49
LENOVO,WINDOWS,4,8,SSD,16599,3,13.3,170,1,NO,1216.49
LENOVO,WINDOWS,4,9,SSD,17432,3,14,157,3,NO,1255.49
LENOVO,WINDOWS,3,8,SSD,10004,3,15.6,141,1,NO,443.99
ASUS,WINDOWS,3,8,SSD,10076,3,15.6,141,0,NO,577.99
FUJITSU,WINDOWS,5,9.965784285,SSD,13087,3,15.6,141,0,NO,1393.49
FUJITSU,WINDOWS,4,8,SSD,13897,3,14,157,0,NO,1143.49
HP,WINDOWS,4,9,SSD,13087,3,13.5,171,1,NO,1771.49
HP,WINDOWS,4,9,SSD,13897,3,14,157,1,NO,966.49
ASUS,WINDOWS,4,8,SSD,10505,3,14,157,1,NO,1606.49
ASUS,WINDOWS,3,8,SSD,10076,3,14,157,0,NO,463.49
FUJITSU,WINDOWS,4,9,SSD,13087,3,15.6,141,0,NO,1261.99
FUJITSU,WINDOWS,4,9,SSD,13087,3,13.3,166,0,NO,1262.99
FUJITSU,WINDOWS,4,8,SSD,13897,3,13.3,166,0,NO,1114.99
HP,WINDOWS,4,9,SSD,13087,3,14,162,1,NO,1632.49
ASUS,WINDOWS,4,9,SSD,10922,3,14,162,0,NO,1478.99
ASUS,WINDOWS,3,9,SSD,10076,3,15.6,141,0,NO,463.49
FUJITSU,WINDOWS,4,9,SSD,13087,3,14,157,0,NO,1261.99
FUJITSU,WINDOWS,5,9.965784285,SSD,13087,3,14,157,0,NO,1391.99
LENOVO,WINDOWS,3,8,SSD,10004,3,15.6,141,0,NO,506.49
HP,WINDOWS,4,9,SSD,13087,3,14,157,1,NO,1097.49
LENOVO,WINDOWS,4,8,SSD,13897,3,13.3,170,3,NO,1379.99
ASUS,WINDOWS,3,8,SSD,10076,3,13.3,166,1,NO,818.49
ASUS,WINDOWS,4,9,SSD,10505,3,13.3,166,0,NO,1057.49
ASUS,WINDOWS,3,8,SSD,6242,3,15.6,141,0,NO,455.99
